Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
1.667173299999999969e+01,4.231000000000000039e-02,3.739154520000000161e+02
1.667573300000000103e+01,4.225199999999999789e-02,3.739165169999999989e+02
1.667973299999999881e+01,4.219099999999999934e-02,3.739175789999999893e+02
1.668373300000000015e+01,4.216000000000000303e-02,3.739186399999999821e+02
1.668773300000000148e+01,4.212899999999999978e-02,3.739196999999999775e+02
1.669173299999999927e+01,4.205500000000000210e-02,3.739207599999999729e+02
1.669573300000000060e+01,4.196899999999999936e-02,3.739218169999999759e+02
1.669973299999999838e+01,4.189500000000000168e-02,3.739228729999999814e+02
1.670373299999999972e+01,4.183200000000000113e-02,3.739239269999999919e+02
1.670773300000000106e+01,4.178400000000000170e-02,3.739249790000000075e+02
1.671173299999999884e+01,4.174400000000000333e-02,3.739260300000000257e+02
1.671573300000000017e+01,4.170200000000000295e-02,3.739270799999999895e+02
1.671973200000000048e+01,4.167599999999999777e-02,3.739281280000000152e+02
1.672373199999999827e+01,4.165499999999999758e-02,3.739291759999999840e+02
1.672773199999999960e+01,4.163399999999999740e-02,3.739302230000000122e+02
1.673173200000000094e+01,4.161000000000000115e-02,3.739312699999999836e+02
1.673573199999999872e+01,4.161200000000000315e-02,3.739323160000000144e+02
1.673973200000000006e+01,4.160200000000000009e-02,3.739333609999999908e+02
1.674373200000000139e+01,4.157000000000000278e-02,3.739344070000000215e+02
1.674773199999999918e+01,4.150800000000000323e-02,3.739354519999999980e+02
1.675173200000000051e+01,4.145700000000000079e-02,3.739364959999999769e+02
1.675573199999999829e+01,4.142200000000000049e-02,3.739375390000000152e+02
1.675973199999999963e+01,4.139299999999999924e-02,3.739385800000000017e+02
1.676373200000000097e+01,4.135899999999999993e-02,3.739396209999999883e+02
1.676773199999999875e+01,4.131599999999999856e-02,3.739406609999999773e+02
1.677173200000000008e+01,4.127999999999999725e-02,3.739417000000000257e+02
1.677573200000000142e+01,4.121899999999999870e-02,3.739427380000000198e+02
1.677973199999999920e+01,4.115900000000000114e-02,3.739437750000000165e+02
1.678373099999999951e+01,4.108599999999999752e-02,3.739448100000000181e+02
1.678773100000000085e+01,4.100199999999999678e-02,3.739458430000000249e+02
1.679173099999999863e+01,4.095599999999999935e-02,3.739468749999999773e+02
1.679573099999999997e+01,4.091600000000000098e-02,3.739479039999999941e+02
1.679973100000000130e+01,4.086700000000000055e-02,3.739489330000000109e+02
1.680373099999999909e+01,4.079800000000000093e-02,3.739499609999999734e+02
1.680773100000000042e+01,4.072100000000000025e-02,3.739509869999999978e+02
1.681173100000000176e+01,4.066000000000000170e-02,3.739520120000000247e+02
1.681573099999999954e+01,4.062600000000000239e-02,3.739530340000000024e+02
1.681973100000000088e+01,4.053899999999999865e-02,3.739540559999999800e+02
1.682373099999999866e+01,4.043299999999999672e-02,3.739550760000000196e+02
1.682773099999999999e+01,4.035799999999999804e-02,3.739560930000000099e+02
1.683173100000000133e+01,4.028500000000000136e-02,3.739571080000000052e+02
1.683573099999999911e+01,4.020699999999999968e-02,3.739581220000000030e+02
1.683973100000000045e+01,4.012999999999999901e-02,3.739591330000000085e+02
1.684373099999999823e+01,4.005800000000000333e-02,3.739601430000000164e+02
1.684772999999999854e+01,3.997200000000000059e-02,3.739611499999999751e+02
1.685172999999999988e+01,3.987600000000000172e-02,3.739621559999999931e+02
1.685573000000000121e+01,3.977499999999999786e-02,3.739631590000000188e+02
1.685972999999999900e+01,3.969199999999999812e-02,3.739641599999999926e+02
1.686373000000000033e+01,3.962799999999999656e-02,3.739651590000000283e+02
1.686773000000000167e+01,3.954400000000000276e-02,3.739661560000000122e+02
1.687172999999999945e+01,3.947099999999999914e-02,3.739671510000000012e+02
1.687573000000000079e+01,3.940899999999999959e-02,3.739681429999999978e+02
1.687972999999999857e+01,3.932200000000000278e-02,3.739691349999999943e+02
1.688372999999999990e+01,3.923700000000000104e-02,3.739701239999999984e+02
1.688773000000000124e+01,3.917899999999999855e-02,3.739711110000000076e+02
1.689172999999999902e+01,3.910799999999999693e-02,3.739720970000000193e+02
1.689573000000000036e+01,3.902699999999999919e-02,3.739730799999999817e+02
1.689973000000000170e+01,3.891800000000000120e-02,3.739740620000000035e+02
1.690372999999999948e+01,3.883500000000000146e-02,3.739750419999999735e+02
1.690772899999999979e+01,3.873399999999999760e-02,3.739760190000000080e+02
1.691172900000000112e+01,3.864499999999999880e-02,3.739769929999999931e+02
1.691572899999999890e+01,3.856099999999999806e-02,3.739779659999999808e+02
1.691972900000000024e+01,3.847099999999999825e-02,3.739789359999999760e+02
1.692372900000000158e+01,3.840199999999999864e-02,3.739799039999999763e+02
1.692772899999999936e+01,3.834900000000000114e-02,3.739808699999999817e+02
1.693172900000000070e+01,3.830299999999999677e-02,3.739818339999999921e+02
1.693572899999999848e+01,3.824899999999999828e-02,3.739827970000000050e+02
1.693972899999999981e+01,3.820300000000000085e-02,3.739837600000000180e+02
1.694372900000000115e+01,3.814599999999999935e-02,3.739847199999999816e+02
1.694772899999999893e+01,3.810700000000000198e-02,3.739856800000000021e+02
1.695172900000000027e+01,3.807699999999999974e-02,3.739866380000000277e+02
1.695572900000000161e+01,3.805800000000000155e-02,3.739875949999999989e+02
1.695972899999999939e+01,3.802699999999999830e-02,3.739885520000000270e+02
1.696372900000000072e+01,3.799199999999999799e-02,3.739895080000000007e+02
1.696772899999999851e+01,3.797600000000000281e-02,3.739904629999999770e+02
1.697172799999999881e+01,3.794199999999999656e-02,3.739914180000000101e+02
1.697572800000000015e+01,3.789800000000000113e-02,3.739923719999999889e+02
1.697972800000000149e+01,3.786199999999999982e-02,3.739933250000000271e+02
1.698372799999999927e+01,3.782499999999999751e-02,3.739942770000000110e+02
1.698772800000000061e+01,3.778000000000000108e-02,3.739952279999999973e+02
1.699172799999999839e+01,3.773300000000000265e-02,3.739961779999999862e+02
1.699572799999999972e+01,3.768300000000000122e-02,3.739971269999999777e+02
1.699972800000000106e+01,3.767199999999999716e-02,3.739980749999999716e+02
1.700372799999999884e+01,3.765999999999999903e-02,3.739990210000000275e+02
1.700772800000000018e+01,3.762900000000000272e-02,3.739999680000000239e+02
1.701172800000000151e+01,3.761099999999999860e-02,3.740009140000000230e+02
1.701572799999999930e+01,3.756500000000000117e-02,3.740018600000000220e+02
1.701972800000000063e+01,3.752599999999999686e-02,3.740028050000000235e+02
1.702372799999999842e+01,3.750400000000000261e-02,3.740037479999999732e+02
1.702772799999999975e+01,3.748300000000000243e-02,3.740046909999999798e+02
1.703172700000000006e+01,3.747600000000000237e-02,3.740056329999999889e+02
1.703572700000000140e+01,3.747600000000000237e-02,3.740065749999999980e+02
1.703972699999999918e+01,3.747400000000000037e-02,3.740075170000000071e+02
1.704372700000000052e+01,3.746000000000000024e-02,3.740084590000000162e+02
1.704772699999999830e+01,3.744299999999999712e-02,3.740094000000000278e+02
1.705172699999999963e+01,3.743699999999999806e-02,3.740103419999999801e+02
1.705572700000000097e+01,3.743099999999999900e-02,3.740112829999999917e+02
1.705972699999999875e+01,3.739599999999999869e-02,3.740122230000000059e+02
1.706372700000000009e+01,3.736199999999999938e-02,3.740131640000000175e+02
1.706772700000000142e+01,3.730699999999999988e-02,3.740141029999999773e+02
1.707172699999999921e+01,3.728900000000000270e-02,3.740150419999999940e+02
1.707572700000000054e+01,3.729199999999999876e-02,3.740159790000000157e+02
1.707972699999999833e+01,3.728000000000000064e-02,3.740169159999999806e+02
1.708372699999999966e+01,3.725799999999999945e-02,3.740178530000000023e+02
1.708772700000000100e+01,3.724000000000000227e-02,3.740187900000000241e+02
1.709172699999999878e+01,3.721900000000000208e-02,3.740197259999999915e+02
1.709572599999999909e+01,3.719200000000000284e-02,3.740206620000000157e+02
1.709972600000000043e+01,3.715500000000000053e-02,3.740215959999999882e+02
1.710372600000000176e+01,3.713000000000000328e-02,3.740225310000000150e+02
1.710772599999999954e+01,3.710200000000000303e-02,3.740234639999999899e+02
1.711172600000000088e+01,3.706299999999999872e-02,3.740243970000000218e+02
1.711572599999999866e+01,3.702300000000000035e-02,3.740253289999999993e+02
1.711972600000000000e+01,3.700300000000000117e-02,3.740262599999999793e+02
1.712372600000000133e+01,3.697000000000000286e-02,3.740271900000000187e+02
1.712772599999999912e+01,3.691799999999999943e-02,3.740281200000000013e+02
1.713172600000000045e+01,3.688600000000000212e-02,3.740290479999999889e+02
1.713572599999999824e+01,3.686299999999999993e-02,3.740299759999999765e+02
1.713972599999999957e+01,3.681999999999999856e-02,3.740309030000000234e+02
1.714372600000000091e+01,3.677199999999999913e-02,3.740318290000000161e+02
1.714772599999999869e+01,3.675500000000000295e-02,3.740327530000000138e+02
1.715172600000000003e+01,3.674100000000000282e-02,3.740336770000000115e+02
1.715572600000000136e+01,3.669200000000000239e-02,3.740346010000000092e+02
1.715972500000000167e+01,3.666400000000000214e-02,3.740355240000000094e+02
1.716372499999999945e+01,3.665999999999999814e-02,3.740364450000000147e+02
1.716772500000000079e+01,3.663700000000000290e-02,3.740373660000000200e+02
1.717172499999999857e+01,3.662100000000000077e-02,3.740382880000000227e+02
1.717572499999999991e+01,3.660800000000000165e-02,3.740392079999999737e+02
1.717972500000000124e+01,3.657400000000000234e-02,3.740401279999999815e+02
1.718372499999999903e+01,3.653100000000000097e-02,3.740410479999999893e+02
1.718772500000000036e+01,3.648900000000000060e-02,3.740419669999999996e+02
1.719172500000000170e+01,3.644700000000000023e-02,3.740428840000000150e+02
1.719572499999999948e+01,3.640299999999999786e-02,3.740438009999999736e+02
1.719972500000000082e+01,3.634799999999999837e-02,3.740447159999999940e+02
1.720372499999999860e+01,3.630200000000000093e-02,3.740456310000000144e+02
1.720772499999999994e+01,3.626000000000000056e-02,3.740465439999999830e+02
1.721172500000000127e+01,3.621599999999999819e-02,3.740474550000000136e+02
1.721572499999999906e+01,3.617700000000000082e-02,3.740483659999999873e+02
1.721972399999999936e+01,3.614799999999999958e-02,3.740492760000000203e+02
1.722372400000000070e+01,3.612200000000000133e-02,3.740501840000000016e+02
1.722772399999999848e+01,3.609799999999999814e-02,3.740510929999999803e+02
1.723172399999999982e+01,3.607400000000000190e-02,3.740520000000000209e+02
1.723572400000000115e+01,3.604099999999999665e-02,3.740529070000000047e+02
1.723972399999999894e+01,3.601000000000000034e-02,3.740538129999999910e+02
1.724372400000000027e+01,3.599299999999999722e-02,3.740547189999999773e+02
1.724772400000000161e+01,3.597399999999999903e-02,3.740556240000000230e+02
1.725172399999999939e+01,3.593999999999999972e-02,3.740565280000000143e+02
1.725572400000000073e+01,3.589300000000000129e-02,3.740574320000000057e+02
1.725972399999999851e+01,3.583999999999999686e-02,3.740583340000000021e+02
1.726372399999999985e+01,3.579399999999999943e-02,3.740592359999999985e+02
1.726772400000000118e+01,3.579100000000000337e-02,3.740601360000000000e+02
1.727172399999999897e+01,3.576700000000000018e-02,3.740610350000000039e+02
1.727572400000000030e+01,3.570700000000000263e-02,3.740619350000000054e+02
1.727972400000000164e+01,3.565900000000000319e-02,3.740628330000000119e+02
1.728372299999999839e+01,3.561600000000000182e-02,3.740637300000000209e+02
1.728772299999999973e+01,3.557300000000000045e-02,3.740646249999999782e+02
1.729172300000000106e+01,3.553699999999999914e-02,3.740655199999999923e+02
1.729572299999999885e+01,3.551200000000000190e-02,3.740664130000000114e+02
1.729972300000000018e+01,3.548899999999999971e-02,3.740673059999999737e+02
1.730372300000000152e+01,3.545000000000000234e-02,3.740681979999999953e+02
1.730772299999999930e+01,3.540399999999999797e-02,3.740690900000000170e+02
1.731172300000000064e+01,3.538000000000000173e-02,3.740699799999999868e+02
1.731572299999999842e+01,3.536099999999999660e-02,3.740708700000000135e+02
1.731972299999999976e+01,3.534700000000000342e-02,3.740717589999999859e+02
1.732372300000000109e+01,3.532300000000000023e-02,3.740726470000000177e+02
1.732772299999999888e+01,3.528900000000000092e-02,3.740735349999999926e+02
1.733172300000000021e+01,3.524999999999999661e-02,3.740744230000000243e+02
1.733572300000000155e+01,3.522000000000000131e-02,3.740753090000000043e+02
1.733972299999999933e+01,3.521200000000000024e-02,3.740761949999999842e+02
1.734372300000000067e+01,3.519200000000000106e-02,3.740770800000000236e+02
1.734772200000000097e+01,3.516400000000000081e-02,3.740779640000000086e+02
1.735172199999999876e+01,3.515100000000000169e-02,3.740788479999999936e+02
1.735572200000000009e+01,3.512699999999999850e-02,3.740797319999999786e+02
1.735972200000000143e+01,3.510400000000000326e-02,3.740806150000000230e+02
1.736372199999999921e+01,3.509400000000000019e-02,3.740814980000000105e+02
1.736772200000000055e+01,3.507899999999999907e-02,3.740823800000000006e+02
1.737172199999999833e+01,3.505199999999999982e-02,3.740832619999999906e+02
1.737572199999999967e+01,3.502500000000000058e-02,3.740841429999999832e+02
1.737972200000000100e+01,3.501100000000000045e-02,3.740850229999999783e+02
1.738372199999999879e+01,3.499000000000000027e-02,3.740859040000000277e+02
1.738772200000000012e+01,3.496099999999999902e-02,3.740867830000000254e+02
1.739172200000000146e+01,3.494599999999999790e-02,3.740876620000000230e+02
1.739572199999999924e+01,3.495199999999999696e-02,3.740885410000000206e+02
1.739972200000000058e+01,3.494300000000000184e-02,3.740894190000000208e+02
1.740372199999999836e+01,3.493500000000000077e-02,3.740902970000000209e+02
1.740772099999999867e+01,3.493199999999999777e-02,3.740911760000000186e+02
1.741172100000000000e+01,3.493500000000000077e-02,3.740920530000000213e+02
1.741572100000000134e+01,3.492100000000000065e-02,3.740929310000000214e+02
1.741972099999999912e+01,3.491199999999999859e-02,3.740938090000000216e+02
1.742372100000000046e+01,3.489400000000000140e-02,3.740946870000000217e+02
1.742772099999999824e+01,3.484299999999999897e-02,3.740955640000000244e+02
1.743172099999999958e+01,3.479899999999999660e-02,3.740964399999999728e+02
1.743572100000000091e+01,3.476599999999999829e-02,3.740973149999999805e+02
1.743972099999999870e+01,3.473799999999999805e-02,3.740981899999999882e+02
1.744372100000000003e+01,3.473799999999999805e-02,3.740990630000000010e+02
1.744772100000000137e+01,3.475600000000000217e-02,3.740999360000000138e+02
1.745172099999999915e+01,3.477299999999999836e-02,3.741008090000000266e+02
1.745572100000000049e+01,3.477000000000000229e-02,3.741016829999999800e+02
1.745972099999999827e+01,3.475000000000000311e-02,3.741025569999999902e+02
1.746372099999999961e+01,3.474000000000000005e-02,3.741034310000000005e+02
1.746772100000000094e+01,3.474300000000000305e-02,3.741043040000000133e+02
1.747172000000000125e+01,3.474599999999999911e-02,3.741051770000000261e+02
1.747571999999999903e+01,3.474000000000000005e-02,3.741060499999999820e+02
1.747972000000000037e+01,3.471899999999999986e-02,3.741069229999999948e+02
1.748372000000000170e+01,3.469099999999999961e-02,3.741077960000000076e+02
1.748771999999999949e+01,3.466799999999999743e-02,3.741086680000000229e+02
1.749172000000000082e+01,3.462900000000000006e-02,3.741095399999999813e+02
1.749571999999999861e+01,3.457600000000000257e-02,3.741104109999999991e+02
1.749971999999999994e+01,3.453400000000000220e-02,3.741112800000000220e+02
1.750372000000000128e+01,3.448799999999999782e-02,3.741121489999999881e+02
1.750771999999999906e+01,3.445600000000000052e-02,3.741130160000000160e+02
1.751172000000000040e+01,3.445299999999999752e-02,3.741138829999999871e+02
1.751572000000000173e+01,3.445899999999999658e-02,3.741147480000000201e+02
1.751971999999999952e+01,3.444599999999999745e-02,3.741156139999999937e+02
